date,price,volume
2017-08-17 06:08:00,4469.35,0.091731
2017-08-17 06:09:00,4469.35,0.772777
2017-08-17 06:10:00,4467.81,0.709429
2017-08-17 06:11:00,4467.81,0.024574
2017-08-17 06:12:00,4467.81,0.393608
2017-08-17 06:13:00,4467.81,0.558302
2017-08-17 06:14:00,4467.81,4.300343
2017-08-17 06:15:00,4467.81,0.065785
2017-08-17 06:16:00,4484.0,0.049553
2017-08-17 06:17:00,4484.0,0.153852
2017-08-17 06:18:00,4484.0,0.053696
2017-08-17 06:19:00,4485.0,0.284055
2017-08-17 06:20:00,4484.0,0.249969
2017-08-17 06:21:00,4484.0,0.141862
2017-08-17 06:22:00,4485.0,1.058721
2017-08-17 06:23:00,4485.0,0.156931
2017-08-17 06:24:00,4485.0,0.600026
2017-08-17 06:25:00,4485.39,1.643844
2017-08-17 06:26:00,4477.53,0.144835
2017-08-17 06:27:00,4477.53,1e-06
2017-08-17 06:28:00,4477.53,0.243408
2017-08-17 06:29:00,4477.53,0.04181
2017-08-17 06:30:00,4477.53,0.606513
2017-08-17 06:31:00,4477.53,0.508717
2017-08-17 06:32:00,4477.53,0.082
2017-08-17 06:33:00,4477.53,0.375093
2017-08-17 06:34:00,4477.53,4.78714
2017-08-17 06:35:00,4476.84,1.684968
2017-08-17 06:36:00,4477.53,0.044254
2017-08-17 06:37:00,4477.53,3.116285
2017-08-17 06:38:00,4468.33,4.800608
2017-08-17 06:39:00,4469.17,2.512693
2017-08-17 06:40:00,4469.17,0.884215
2017-08-17 06:41:00,4470.82,0.544002
2017-08-17 06:42:00,4470.82,1.351499
2017-08-17 06:43:00,4470.82,0.322366
2017-08-17 06:44:00,4470.0,0.248009
2017-08-17 06:45:00,4470.0,0.766008
2017-08-17 06:46:00,4470.0,4.117776
2017-08-17 06:47:00,4470.0,1e-06
2017-08-17 06:48:00,4470.0,0.3034
2017-08-17 06:49:00,4469.0,0.213872
2017-08-17 06:50:00,4469.0,0.121306
2017-08-17 06:51:00,4469.0,1e-06
2017-08-17 06:52:00,4469.0,0.254984
2017-08-17 06:53:00,4460.0,0.65217
2017-08-17 06:54:00,4460.0,1.088892
2017-08-17 06:55:00,4460.0,0.242059
2017-08-17 06:56:00,4460.0,0.120548
2017-08-17 06:57:00,4460.0,0.950092
2017-08-17 06:58:00,4460.0,0.957037
2017-08-17 06:59:00,4469.0,0.54076
2017-08-17 07:00:00,4469.0,0.542332
2017-08-17 07:01:00,4469.99,0.536322
2017-08-17 07:02:00,4469.99,1.365382
2017-08-17 07:03:00,4469.0,0.042962
2017-08-17 07:04:00,4445.0,1.276884
2017-08-17 07:05:00,4445.0,0.597
2017-08-17 07:06:00,4432.7,0.0992
2017-08-17 07:07:00,4433.2,1.075038
2017-08-17 07:08:00,4433.2,0.14675
2017-08-17 07:09:00,4445.0,1.3263
2017-08-17 07:10:00,4432.2,2.815312
2017-08-17 07:11:00,4432.2,0.520579
2017-08-17 07:12:00,4444.9,1.731294
2017-08-17 07:13:00,4431.76,0.681321
2017-08-17 07:14:00,4420.0,0.161379
2017-08-17 07:15:00,4420.0,0.483905
2017-08-17 07:16:00,4421.0,8.561232
2017-08-17 07:17:00,4399.64,2.28704
2017-08-17 07:18:00,4381.71,3.416081
2017-08-17 07:19:00,4382.95,2.353
2017-08-17 07:20:00,4382.95,0.010163
2017-08-17 07:21:00,4377.54,1.50694
2017-08-17 07:22:00,4377.54,0.232073
2017-08-17 07:23:00,4377.54,1.261686
2017-08-17 07:24:00,4382.95,2.008579
2017-08-17 07:25:00,4382.95,1e-06
2017-08-17 07:26:00,4396.47,0.706623
2017-08-17 07:27:00,4392.95,0.114
2017-08-17 07:28:00,4392.95,2.066609
2017-08-17 07:29:00,4425.83,1.551119
2017-08-17 07:30:00,4425.83,5.330091
2017-08-17 07:31:00,4423.63,0.641441
2017-08-17 07:32:00,4423.63,0.321789
2017-08-17 07:33:00,4423.63,0.127402
2017-08-17 07:34:00,4412.38,0.757878
2017-08-17 07:35:00,4377.54,1.709299
2017-08-17 07:36:00,4371.45,0.607785
2017-08-17 07:37:00,4377.54,0.372734
2017-08-17 07:38:00,4377.54,0.315711
2017-08-17 07:39:00,4377.54,1e-06
2017-08-17 07:40:00,4352.34,0.169983
2017-08-17 07:41:00,4352.34,6.399274
2017-08-17 07:42:00,4352.34,1e-06
2017-08-17 07:43:00,4352.35,1.612469
2017-08-17 07:44:00,4320.0,0.635793
2017-08-17 07:45:00,4314.5,2.735415
2017-08-17 07:46:00,4325.0,1.264554
2017-08-17 07:47:00,4354.35,1.984577
2017-08-17 07:48:00,4302.1,5.355625
2017-08-17 07:49:00,4300.0,3.898083
2017-08-17 07:50:00,4261.32,6.227019
2017-08-17 07:51:00,4293.61,1.993581
2017-08-17 07:52:00,4291.77,4.760326
2017-08-17 07:53:00,4290.75,2.761322
2017-08-17 07:54:00,4290.75,0.316
2017-08-17 07:55:00,4290.75,1e-06
2017-08-17 07:56:00,4307.17,0.632789
2017-08-17 07:57:00,4290.75,2.022926
2017-08-17 07:58:00,4290.75,6.696603
2017-08-17 07:59:00,4294.08,0.989574
2017-08-17 08:00:00,4294.08,1.228253
2017-08-17 08:01:00,4294.08,0.177379
2017-08-17 08:02:00,4294.08,0.112339
2017-08-17 08:03:00,4284.72,0.739616
2017-08-17 08:04:00,4284.72,1.121078
2017-08-17 08:05:00,4304.78,0.685479
2017-08-17 08:06:00,4307.43,1.933974
2017-08-17 08:07:00,4307.43,0.02
2017-08-17 08:08:00,4307.43,0.977838
2017-08-17 08:09:00,4336.69,0.733456
2017-08-17 08:10:00,4290.17,1.222022
2017-08-17 08:11:00,4290.17,0.371858
2017-08-17 08:12:00,4290.17,0.538117
2017-08-17 08:13:00,4337.29,1.65935
2017-08-17 08:14:00,4337.29,0.097888
2017-08-17 08:15:00,4337.29,1e-06
2017-08-17 08:16:00,4337.29,0.091119
2017-08-17 08:17:00,4337.29,0.102587
2017-08-17 08:18:00,4337.29,0.606851
2017-08-17 08:19:00,4322.23,0.41154
2017-08-17 08:20:00,4322.23,0.116
2017-08-17 08:21:00,4320.29,0.287585
2017-08-17 08:22:00,4302.54,3.946881
2017-08-17 08:23:00,4300.29,0.163798
2017-08-17 08:24:00,4300.29,0.026413
2017-08-17 08:25:00,4300.29,0.067712
2017-08-17 08:26:00,4300.29,1e-06
2017-08-17 08:27:00,4300.29,0.471955
2017-08-17 08:28:00,4300.29,0.836225
2017-08-17 08:29:00,4338.13,0.071186
2017-08-17 08:30:00,4338.13,0.348978
2017-08-17 08:31:00,4338.13,0.216112
2017-08-17 08:32:00,4338.13,0.892787
2017-08-17 08:33:00,4338.13,1e-06
2017-08-17 08:34:00,4338.13,0.939328
2017-08-17 08:35:00,4338.13,1.688884
2017-08-17 08:36:00,4354.18,0.07445
2017-08-17 08:37:00,4354.18,1e-06
2017-08-17 08:38:00,4354.18,0.405758
2017-08-17 08:39:00,4354.18,0.178288
2017-08-17 08:40:00,4354.18,0.009051
2017-08-17 08:41:00,4354.18,0.390481
2017-08-17 08:42:00,4354.18,0.265002
2017-08-17 08:43:00,4354.18,0.091361
2017-08-17 08:44:00,4354.18,0.525141
2017-08-17 08:45:00,4354.18,0.262547
2017-08-17 08:46:00,4341.31,0.262767
2017-08-17 08:47:00,4341.31,4.142298
2017-08-17 08:48:00,4341.31,0.033397
2017-08-17 08:49:00,4341.31,1.098296
2017-08-17 08:50:00,4341.31,1e-06
2017-08-17 08:51:00,4341.31,0.317897
2017-08-17 08:52:00,4354.84,0.488621
