price,volume
4208.11,1e-06
4200.74,0.64304
4218.51,0.1452
4218.51,0.397453
4218.51,1.002085
4242.53,0.302647
4242.53,0.528307
4271.02,0.450256
4284.27,7.531301
4270.34,1.303919
4267.01,0.496082
4281.87,0.238346
4281.87,0.134329
4266.01,4.4004
4266.01,0.45192
4266.0,0.944602
4266.0,0.21821
4266.0,0.474215
4266.0,1.888366
4266.0,0.068781
4266.0,0.28149
4266.0,0.503877
4302.44,1.000336
4287.6,0.252082
4287.6,0.303484
4287.6,0.03677
4287.61,0.289957
4287.61,0.089286
4287.61,0.049752
4302.45,0.082587
4302.15,0.270001
4302.15,0.058672
4316.08,0.468423
4316.07,0.301573
4316.07,3.893207
4316.07,0.39744
4289.0,1.365968
4327.25,0.265183
4327.25,0.241951
4327.25,0.194502
4327.25,0.275723
4327.25,0.21014
4335.3,0.577777
4335.3,0.083337
4335.3,0.0471
4335.3,1e-06
4327.25,0.692499
4327.25,0.404919
4327.25,0.123962
4328.25,1.259618
4328.25,0.381956
4325.24,0.743232
4325.24,0.079063
4325.23,0.051128
4325.23,0.373403
4325.23,0.207707
4325.23,0.354791
4325.23,4.789079
4325.23,0.200403
4325.23,0.06573
4311.18,0.23883
4311.18,0.191808
4311.18,1e-06
4300.0,0.438922
4297.13,0.858483
4294.11,1.511294
4278.05,0.459972
4278.05,0.291473
4278.05,4.270612
4278.05,0.0093
4278.05,0.201145
4278.05,0.05712
4311.18,0.573061
4325.23,0.346686
4302.77,3.05172
4302.77,0.227574
4302.77,3.964716
4289.0,0.418756
4302.77,0.267367
4302.77,0.344644
4302.77,0.057684
4302.96,1.374165
4288.1,0.265
4288.1,0.183765
4288.1,0.275064
4287.08,0.550666
4273.16,0.680541
4273.16,4.839282
4287.08,0.650598
4287.08,0.085157
4302.96,0.552043
4302.96,0.042023
4302.96,0.05274
4302.96,0.585532
4301.91,0.445848
4301.91,0.372403
4303.18,1.161897
4325.24,0.55098
4310.99,0.289116
4305.0,4.04459
4305.0,0.209205
4305.0,0.146858
4310.99,0.423448
4325.24,0.276605
4325.24,1e-06
4325.24,3.882232
4325.24,0.606103
4325.24,0.785411
4326.0,0.658366
4326.0,0.036654
4341.3,0.059
4341.3,0.19824
4341.3,0.443298
4354.84,0.095152
4346.74,0.941793
4326.0,0.000346
4346.74,0.374972
4325.0,0.319961
4325.0,3.806586
4325.0,0.154295
4331.78,0.989764
4331.78,0.327121
4339.0,0.515867
4339.0,1e-06
4339.0,0.094467
4339.0,0.726103
4339.0,0.404307
4339.0,1e-06
4339.0,0.668266
4339.0,0.683892
4322.65,0.876579
4367.93,0.988905
4346.73,0.337205
4346.73,1.960985
4367.93,0.392862
4367.93,0.394834
4360.0,4.492299
4367.93,0.010715
4367.93,0.20979
4367.93,0.117423
4367.93,0.553276
4360.93,0.480799
4367.93,2.053915
4360.93,1.635264
4348.34,2.356774
4349.33,3.740411
4349.33,1e-06
4349.33,0.01207
4349.33,0.039918
4322.65,1.726547
4349.33,0.458802
4349.33,1.294236
4349.33,0.32783
4349.32,0.462904
4349.32,1e-06
4349.32,0.767764
4355.56,0.409357
4355.56,0.929917
4369.69,4.84588
4369.69,1e-06
4354.35,0.364988
4354.35,1.570612
4354.03,0.044
4354.03,0.287992
4354.03,0.819397
4355.02,4.836148
4355.02,0.821389
4355.02,0.34338
4355.02,1.12536
4355.02,7e-05
4349.63,0.997544
4349.63,1.142989
4309.23,1.349006
4309.23,0.1386
4335.94,0.789035
4333.55,4.869632
4333.55,1.705004
4333.77,2.434538
4335.56,0.392846
4335.56,0.061356
4335.56,0.428977
4335.56,3.910285
4349.63,0.192445
4349.63,0.027266
4349.63,0.715657
4349.63,1.193806
4343.96,0.510556
4349.63,0.176363
4349.63,0.121849
4349.63,0.045024
4334.32,1.069627
4334.32,1e-06
4325.24,0.051213
4311.34,0.272819
4310.0,8.630075
4312.34,0.339436
4312.34,0.580303
4312.34,0.879932
4312.34,0.031592
4312.34,1e-06
4312.34,0.038336
4312.34,1.421165
4312.34,1.228109
4310.0,0.864552
4312.34,0.10731
4312.34,0.00908
4326.29,0.506657
4326.29,1e-06
4326.28,0.760802
4326.29,0.217272
4326.29,0.051
4326.29,0.673434
4328.24,0.964126
4328.24,0.41575
4328.24,4.187376
4341.96,3.866487
4341.96,0.602163
4348.62,1.049801
4348.62,0.32349
4348.62,0.535735
4356.06,0.242904
4352.34,1.022335
4352.34,4.037309
4352.34,1e-06
4352.34,0.391395
4352.34,1e-06
4341.3,0.819121
4341.3,1e-06
4359.13,2.079271
4359.13,0.843838
4352.34,0.219906
4352.34,0.013
4352.34,0.074517
4337.29,5.245167
4337.29,1.958514
4336.8,0.389359
4336.8,0.150896
4336.8,4.958226
4336.8,1e-06
4336.8,0.58138
4336.8,0.155255
4336.8,0.018
4336.8,0.289674
4336.8,1e-06
4336.28,3.134318
4336.28,1e-06
4336.28,0.055189
4337.38,0.429878
4337.38,3.898021
4336.38,3.982158
4337.38,0.517417
4323.31,0.1819
4337.38,2.109273
4332.27,0.694874
4332.27,0.232515
4337.36,0.266714
4337.36,4.228973
4337.36,0.426092
4337.36,0.396746
4337.36,3.502093
4337.36,1.412583
4337.38,1.501304
4337.38,3.76391
4337.38,0.250726
4329.0,0.471262
4329.0,0.1042
4327.89,1.774568
4327.89,0.331568
4332.26,0.408371
4332.26,0.025
4332.26,0.125806
4332.26,0.040722
4332.26,1e-06
4332.26,0.31325
4332.26,0.14932
4332.26,0.120446
4332.26,0.101869
4332.26,0.209722
4328.25,1.911551
4328.25,0.023
4328.25,0.436609
4328.25,6.702118
4314.0,3.277737
4302.15,0.084845
4289.09,9.607706
4289.09,0.796202
4299.13,1.615494
4298.6,5.469861
4317.33,3.191724
4280.82,0.914094
4280.82,1.794403
4280.82,2.519115
4285.08,0.436319
4285.08,0.425653
4285.08,0.852455
4285.08,0.423054
4285.08,1e-06
4285.08,0.022196
4285.08,0.46342
4285.08,0.215048
4287.09,0.926866
4287.09,1.335457
4290.57,3.928621
4290.57,0.519288
4290.57,0.665807
4292.1,0.406305
4292.1,1e-06
4305.76,0.165819
4305.76,0.388614
4305.75,1.04232
4305.76,0.378726
4305.76,1e-06
4309.08,0.028756
4302.15,4.29281
4302.15,2.475285
4303.83,0.36522
4303.83,1e-06
4303.83,0.377514
4303.83,1e-06
4303.83,0.366999
4303.83,0.625428
4303.83,4.475604
4304.49,0.971997
4304.49,0.47615
4304.49,0.861994
4304.49,1e-06
4292.11,0.595227
4292.11,0.281846
4292.11,1.083553
4292.11,0.724009
4309.15,0.7171
4309.15,4.743292
4309.15,0.137253
4309.15,0.689446
4309.15,1e-06
4309.15,0.192544
4309.15,0.3452
4309.15,0.176821
4309.15,1e-06
4307.72,2.595821
4307.72,0.458212
4302.15,0.397427
4282.51,3.689357
4302.15,0.09428
4302.15,2.667458
4298.64,8.71709
4284.76,1.243826
4264.88,3.627865
4284.76,1.812598
4281.57,3.251041
4281.57,1.74517
4251.95,2.71919
4273.46,7.380516
4228.76,0.932735
4267.0,4.902438
4286.53,0.479088
4286.53,0.258827
4269.36,0.401819
4254.84,1.710612
4254.84,7.356703
4254.84,1e-06
4269.36,0.07
4255.0,0.070274
4237.46,3.561109
4237.0,0.643688
4254.0,0.1
4255.44,0.825317
4255.44,1.005583
4269.36,0.857563
4269.36,1e-06
4251.4,0.425598
4251.4,1.730957
4216.81,0.119
4234.86,1.006869
4216.81,0.002813
4196.73,0.591026
4142.67,4.955432
4172.81,3.5927
4196.73,6.017707
4164.28,9.96533
4196.73,2.562302
4202.75,0.549446
4202.75,0.832481
4219.88,2.158637
4214.97,0.941545
4214.97,0.718938
4214.97,0.539728
4214.97,0.118928
4214.97,0.002558
4223.0,0.170661
4223.0,1e-06
4223.0,0.17153
4223.0,0.246587
4223.0,5.068602
4223.0,1e-06
4216.34,0.780929
4202.73,0.40505
4202.73,1e-06
4221.87,0.636576
4221.87,0.383777
4231.61,0.29527
4231.61,3.762433
4231.61,0.270654
4231.61,0.415498
4238.88,0.214518
4238.88,0.374562
4238.89,0.283335
4238.89,1e-06
4238.89,0.25109
4238.89,0.48823
4255.66,2.398674
4255.66,0.687463
4269.36,0.759472
4269.36,1e-06
4266.26,0.530584
4243.59,3.654725
4243.59,1e-06
4251.95,0.31669
4251.95,0.189929
4251.95,0.102037
4251.95,0.61712
4251.95,1.084409
4251.95,1.751691
4247.93,2.207114
4247.93,0.25804
4247.93,4.040447
4262.14,2.863564
4262.14,0.34856
4262.14,1e-06
4262.14,1.355542
4281.51,0.469758
4286.53,1.299133
4286.53,0.073182
4286.53,0.215
4283.61,0.861883
4281.51,7.660003
4278.87,0.713139
4277.04,4.916208
4277.04,1.617968
4277.04,0.061043
4277.04,0.015663
4277.04,0.185171
4277.04,3.884124
4277.04,0.843809
4278.05,0.529289
4278.05,0.737127
4278.05,0.354312
4278.05,1e-06
4264.51,0.767242
4264.5,0.832365
4264.51,3.906649
4264.51,0.097411
4264.51,0.187199
4264.51,1e-06
4264.51,1e-06
4260.98,0.510557
4260.98,0.048
4260.98,0.267914
4260.98,0.411138
4252.95,0.610605
4252.95,0.264951
4252.95,1e-06
4252.95,0.486871
4252.95,0.647787
4252.95,0.355395
4267.59,0.314607
4267.59,1e-06
4267.59,0.08915
4267.59,0.038615
4267.59,0.078397
4244.79,3.491041
4267.59,0.093882
4267.59,0.071583
4267.59,0.191418
4267.59,0.131604
4267.59,0.375098
4267.59,0.229903
4244.77,0.657267
4278.05,0.643297
4244.77,0.216
4278.05,0.45656
4278.05,0.055644
4279.86,0.387081
4282.49,1.765741
4282.49,0.023925
4282.49,0.092336
4282.49,0.076055
4282.49,0.085996
4282.49,0.564284
4282.49,0.980584
4305.39,1.450232
4308.7,1.144928
4308.7,1.657483
4298.3,0.489
4298.3,1e-06
4283.07,0.579357
4263.92,3.557366
4283.07,2.815774
4275.36,1.431602
