time_idx,level,bid_price,bid_qty,ask_price,ask_qty
13,9,83656.98,0.00019,83673.35,0.27458
14,0,83660.0,0.53212,83660.01,2.34354
14,1,83659.99,0.00725,83660.02,7e-05
14,2,83659.98,0.00033,83660.51,6e-05
14,3,83659.95,0.03759,83660.73,0.04078
14,4,83659.94,0.06204,83661.12,6e-05
14,5,83659.8,0.00015,83661.5,0.00014
14,6,83659.7,0.00014,83661.51,0.09936
14,7,83659.69,0.00035,83663.51,6e-05
14,8,83659.5,6e-05,83664.0,0.0025
14,9,83659.11,7e-05,83664.91,0.0002
15,0,83660.0,0.25623,83660.01,2.34304
15,1,83659.99,0.00719,83660.02,7e-05
15,2,83659.98,0.00045,83660.51,6e-05
15,3,83659.97,0.03404,83660.72,0.00014
15,4,83659.96,0.00023,83660.73,0.04092
15,5,83659.95,0.00023,83661.12,6e-05
15,6,83659.94,0.06218,83661.5,0.00014
15,7,83659.69,6e-05,83661.51,0.09936
15,8,83659.5,6e-05,83663.51,6e-05
15,9,83659.11,7e-05,83664.0,0.0025
16,0,83660.0,0.25735,83660.01,2.37618
16,1,83659.99,0.00845,83660.02,7e-05
16,2,83659.98,0.03451,83660.51,6e-05
16,3,83659.95,0.00014,83660.71,0.00014
16,4,83659.94,0.06227,83660.72,0.04298
16,5,83659.69,6e-05,83660.73,0.04092
16,6,83659.5,6e-05,83661.12,6e-05
16,7,83659.11,7e-05,83661.5,0.00014
16,8,83658.0,0.00285,83661.51,0.09936
16,9,83657.76,7e-05,83663.51,6e-05
17,0,83660.0,0.26256,83660.01,2.03378
17,1,83659.99,0.00768,83660.02,7e-05
17,2,83659.98,0.00047,83660.51,6e-05
17,3,83659.95,0.00014,83660.71,0.00014
17,4,83659.94,0.06227,83660.72,0.01336
17,5,83659.69,6e-05,83660.73,0.04092
17,6,83659.5,6e-05,83661.12,6e-05
17,7,83659.11,7e-05,83661.51,0.00014
17,8,83658.0,0.00285,83663.51,6e-05
17,9,83657.76,7e-05,83664.0,0.0025
18,0,83660.0,0.5353,83660.01,1.76346
18,1,83659.99,0.00754,83660.02,7e-05
18,2,83659.98,0.00039,83660.51,6e-05
18,3,83659.96,0.00014,83660.72,0.00034
18,4,83659.95,0.31925,83660.73,0.04098
18,5,83659.94,0.06227,83661.12,6e-05
18,6,83659.69,6e-05,83661.9,0.0025
18,7,83659.5,6e-05,83663.51,6e-05
18,8,83659.11,7e-05,83664.0,0.00256
18,9,83658.0,0.00282,83664.15,7e-05
19,0,83660.0,0.54018,83660.01,2.0334
19,1,83659.99,0.00754,83660.02,7e-05
19,2,83659.98,0.00039,83660.51,6e-05
19,3,83659.96,0.00014,83660.72,0.0002
19,4,83659.95,0.31925,83660.73,0.04098
19,5,83659.94,0.06227,83661.12,6e-05
19,6,83659.69,6e-05,83661.9,0.0025
19,7,83659.5,6e-05,83663.51,6e-05
19,8,83659.11,7e-05,83664.0,0.00256
19,9,83658.0,0.00276,83664.15,7e-05
20,0,83660.0,0.54018,83660.01,1.7634
20,1,83659.99,0.00754,83660.02,7e-05
20,2,83659.98,0.00039,83660.51,6e-05
20,3,83659.96,0.00014,83660.72,0.0002
20,4,83659.95,0.31925,83660.73,0.04098
20,5,83659.94,0.06227,83661.12,6e-05
20,6,83659.69,6e-05,83661.9,0.0025
20,7,83659.5,6e-05,83663.51,6e-05
20,8,83659.11,7e-05,83664.0,0.00256
20,9,83658.0,0.00276,83664.15,7e-05
21,0,83660.0,0.54018,83660.01,2.03037
21,1,83659.99,0.00754,83660.02,7e-05
21,2,83659.98,0.00039,83660.51,6e-05
21,3,83659.96,0.00014,83660.72,0.014
21,4,83659.95,0.31925,83660.73,0.04098
21,5,83659.94,0.06227,83661.12,6e-05
21,6,83659.69,6e-05,83661.9,0.0025
21,7,83659.5,6e-05,83662.46,7e-05
21,8,83659.11,7e-05,83663.51,6e-05
21,9,83658.0,0.00276,83664.0,0.00256
22,0,83660.0,0.54018,83660.01,2.03037
22,1,83659.99,0.00754,83660.02,7e-05
22,2,83659.98,0.00039,83660.51,6e-05
22,3,83659.96,0.00014,83660.71,0.00014
22,4,83659.95,0.31925,83660.72,0.01414
22,5,83659.94,0.06227,83660.73,0.04098
22,6,83659.69,6e-05,83661.12,6e-05
22,7,83659.5,6e-05,83661.9,0.0025
22,8,83659.11,7e-05,83662.46,7e-05
22,9,83658.0,0.00276,83663.51,6e-05
23,0,83660.0,0.54018,83660.01,2.03032
23,1,83659.99,0.00754,83660.02,7e-05
23,2,83659.98,0.00039,83660.51,6e-05
23,3,83659.96,0.00014,83660.71,0.00014
23,4,83659.95,0.31925,83660.72,0.01414
23,5,83659.94,0.06227,83660.73,0.04098
23,6,83659.69,6e-05,83661.12,6e-05
23,7,83659.5,6e-05,83661.9,0.0025
23,8,83659.11,7e-05,83662.46,7e-05
23,9,83658.0,0.00276,83663.51,6e-05
24,0,83660.0,0.54018,83660.01,2.03092
24,1,83659.99,0.00754,83660.02,7e-05
24,2,83659.98,0.00039,83660.51,6e-05
24,3,83659.96,0.00014,83660.71,0.00014
24,4,83659.95,0.31925,83660.72,0.01414
24,5,83659.94,0.06227,83660.73,0.04098
24,6,83659.69,6e-05,83661.12,6e-05
24,7,83659.5,6e-05,83661.9,0.0025
24,8,83659.11,7e-05,83662.46,7e-05
24,9,83658.0,0.00276,83663.51,6e-05
25,0,83660.0,0.53798,83660.01,2.03032
25,1,83659.99,0.00754,83660.02,7e-05
25,2,83659.98,0.00039,83660.51,6e-05
25,3,83659.96,0.00014,83660.71,0.00014
25,4,83659.95,0.31925,83660.72,0.01414
25,5,83659.94,0.06227,83660.73,0.04098
25,6,83659.69,6e-05,83661.12,6e-05
25,7,83659.5,6e-05,83661.9,0.0025
25,8,83659.11,7e-05,83662.46,7e-05
25,9,83658.0,0.00276,83663.51,6e-05
26,0,83660.0,0.6579,83660.01,2.03032
26,1,83659.99,0.00754,83660.02,7e-05
26,2,83659.98,0.00039,83660.51,6e-05
26,3,83659.96,0.00014,83660.71,0.00014
26,4,83659.95,0.31925,83660.72,0.01414
26,5,83659.94,0.06227,83660.73,0.04098
26,6,83659.69,6e-05,83661.12,6e-05
26,7,83659.5,6e-05,83661.9,0.0025
26,8,83659.11,7e-05,83662.46,7e-05
26,9,83658.0,0.00276,83663.51,6e-05
27,0,83660.0,0.6579,83660.01,1.88063
27,1,83659.99,0.00754,83660.02,7e-05
27,2,83659.98,0.00039,83660.51,6e-05
27,3,83659.96,0.00014,83660.71,0.00014
27,4,83659.95,0.31925,83660.72,0.01414
27,5,83659.94,0.06227,83660.73,0.04098
27,6,83659.69,6e-05,83661.12,6e-05
27,7,83659.5,6e-05,83661.9,0.0025
27,8,83659.11,7e-05,83662.46,7e-05
27,9,83658.0,0.00276,83663.51,6e-05
28,0,83660.0,0.6579,83660.01,1.88063
28,1,83659.99,0.00754,83660.02,7e-05
28,2,83659.98,0.00039,83660.51,6e-05
28,3,83659.96,0.00014,83660.71,0.00014
28,4,83659.95,0.31925,83660.72,0.01414
28,5,83659.94,0.06227,83660.73,0.04098
28,6,83659.69,6e-05,83661.12,6e-05
28,7,83659.5,6e-05,83661.9,0.0025
28,8,83659.11,7e-05,83662.46,7e-05
28,9,83658.0,0.00276,83663.51,6e-05
29,0,83660.0,0.65783,83660.01,2.15063
29,1,83659.99,0.00747,83660.02,7e-05
29,2,83659.98,0.00039,83660.51,6e-05
29,3,83659.96,0.00014,83660.71,0.00014
29,4,83659.95,0.31911,83660.72,0.13031
29,5,83659.94,0.00023,83660.73,0.04098
29,6,83659.69,6e-05,83661.12,6e-05
29,7,83659.5,6e-05,83661.9,0.0025
29,8,83659.11,7e-05,83662.46,7e-05
29,9,83658.0,0.00276,83662.88,0.00014
30,0,83660.0,0.65783,83660.01,2.15063
30,1,83659.99,0.00747,83660.02,7e-05
30,2,83659.98,0.00033,83660.51,6e-05
30,3,83659.96,0.00014,83660.71,0.00014
30,4,83659.95,0.31911,83660.72,0.13031
30,5,83659.69,6e-05,83660.73,0.04098
30,6,83659.5,6e-05,83661.12,6e-05
30,7,83659.11,7e-05,83661.9,0.0025
30,8,83658.0,0.00285,83662.46,7e-05
30,9,83657.76,7e-05,83662.88,0.00014
31,0,83660.0,0.38783,83660.01,2.15063
31,1,83659.99,0.00747,83660.02,7e-05
31,2,83659.98,0.00033,83660.51,6e-05
31,3,83659.96,0.00014,83660.71,0.00014
31,4,83659.95,0.31911,83660.72,0.13031
31,5,83659.69,6e-05,83660.73,0.04098
31,6,83659.5,6e-05,83661.12,6e-05
31,7,83658.0,0.00285,83661.9,0.0025
31,8,83657.76,7e-05,83662.46,7e-05
31,9,83657.7,0.0025,83662.88,0.00014
32,0,83660.0,0.38758,83660.01,2.91536
32,1,83659.99,0.00747,83660.02,7e-05
32,2,83659.98,0.00033,83660.51,6e-05
32,3,83659.96,0.00014,83660.71,0.00014
32,4,83659.95,0.31911,83660.72,0.13031
32,5,83659.69,6e-05,83660.73,0.04098
32,6,83659.5,6e-05,83661.12,6e-05
32,7,83658.0,0.00285,83661.9,0.0025
32,8,83657.76,7e-05,83662.46,7e-05
32,9,83657.7,0.0025,83662.88,0.00014
33,0,83660.0,0.38758,83660.01,2.91528
33,1,83659.99,0.00747,83660.02,7e-05
33,2,83659.98,0.00033,83660.51,6e-05
33,3,83659.96,0.00014,83660.71,0.00014
33,4,83659.95,0.31911,83660.72,0.13031
33,5,83659.69,6e-05,83660.73,0.04098
33,6,83659.5,6e-05,83661.12,6e-05
33,7,83658.0,0.00285,83661.9,0.0025
33,8,83657.76,7e-05,83662.46,7e-05
33,9,83657.7,0.0025,83662.88,0.00014
34,0,83660.0,0.38758,83660.01,2.90933
34,1,83659.99,0.00747,83660.02,7e-05
34,2,83659.98,0.00033,83660.51,6e-05
34,3,83659.96,0.00014,83660.71,0.00014
34,4,83659.95,0.31911,83660.72,0.13031
34,5,83659.69,6e-05,83660.73,0.04098
34,6,83659.5,6e-05,83661.12,6e-05
34,7,83658.0,0.00285,83661.9,0.0025
34,8,83657.76,7e-05,83662.46,7e-05
34,9,83657.7,0.0025,83662.88,0.00014
35,0,83660.0,0.38758,83660.01,2.90934
35,1,83659.99,0.00747,83660.02,7e-05
35,2,83659.98,0.00033,83660.51,6e-05
35,3,83659.96,0.00014,83660.71,0.00014
35,4,83659.95,0.31911,83660.72,0.13031
35,5,83659.69,6e-05,83660.73,0.04098
35,6,83659.5,6e-05,83661.12,6e-05
35,7,83658.0,0.00285,83661.9,0.0025
35,8,83657.76,7e-05,83662.46,7e-05
35,9,83657.7,0.0025,83662.88,0.00014
36,0,83660.0,0.38758,83660.01,2.90934
36,1,83659.99,0.00747,83660.02,7e-05
36,2,83659.98,0.00033,83660.51,6e-05
36,3,83659.96,0.00014,83660.71,0.00014
36,4,83659.95,0.31911,83660.72,0.13031
36,5,83659.69,6e-05,83660.73,0.04098
36,6,83659.5,6e-05,83661.12,6e-05
36,7,83658.0,0.00285,83661.9,0.0025
36,8,83657.76,7e-05,83662.46,7e-05
36,9,83657.7,0.0025,83662.88,0.00014
37,0,83660.0,0.38758,83660.01,2.14534
37,1,83659.99,0.00747,83660.02,7e-05
37,2,83659.98,0.00033,83660.51,6e-05
37,3,83659.96,0.00014,83660.71,0.00014
37,4,83659.95,0.31911,83660.72,0.13031
37,5,83659.69,6e-05,83660.73,0.04098
37,6,83659.5,6e-05,83661.12,6e-05
37,7,83658.0,0.00285,83661.9,0.0025
37,8,83657.76,7e-05,83662.46,7e-05
37,9,83657.7,0.0025,83662.88,0.00014
38,0,83660.0,0.38538,83660.01,2.14509
38,1,83659.99,0.00747,83660.02,7e-05
38,2,83659.98,0.00033,83660.51,6e-05
38,3,83659.96,0.00014,83660.71,0.00014
38,4,83659.95,0.31911,83660.72,0.13031
38,5,83659.69,6e-05,83660.73,0.04098
38,6,83659.5,6e-05,83661.12,6e-05
38,7,83658.0,0.00285,83661.9,0.0025
38,8,83657.76,7e-05,83662.46,7e-05
38,9,83657.7,0.0025,83662.88,0.00014
39,0,83660.0,0.38538,83660.01,2.14484
39,1,83659.99,0.00747,83660.02,7e-05
39,2,83659.98,0.00033,83660.51,6e-05
39,3,83659.96,0.00014,83660.71,0.00014
39,4,83659.95,0.31911,83660.72,0.13031
39,5,83659.69,6e-05,83660.73,0.04098
39,6,83659.5,6e-05,83661.12,6e-05
39,7,83658.0,0.00285,83661.9,0.0025
39,8,83657.76,7e-05,83662.46,7e-05
39,9,83657.7,0.0025,83662.88,0.00014
40,0,83660.0,0.38538,83660.01,2.1448
40,1,83659.99,0.00747,83660.02,7e-05
40,2,83659.98,0.00033,83660.51,6e-05
40,3,83659.96,0.00014,83660.71,0.00014
40,4,83659.95,0.31911,83660.72,0.13031
40,5,83659.69,6e-05,83660.73,0.04098
40,6,83659.5,6e-05,83661.12,6e-05
40,7,83658.0,0.00285,83661.9,0.0025
40,8,83657.76,7e-05,83662.46,7e-05
40,9,83657.7,0.0025,83662.88,0.00014
41,0,83660.0,0.2645,83660.01,2.1448
41,1,83659.99,0.00747,83660.02,7e-05
41,2,83659.98,0.00033,83660.51,6e-05
41,3,83659.96,0.00014,83660.71,0.00014
41,4,83659.95,0.31911,83660.72,0.13031
41,5,83659.69,6e-05,83660.73,0.04098
41,6,83659.5,6e-05,83661.12,6e-05
41,7,83658.0,0.00285,83661.9,0.0025
41,8,83657.76,7e-05,83662.46,7e-05
41,9,83657.7,0.0025,83662.88,0.00014
42,0,83660.0,0.2625,83660.01,2.1448
42,1,83659.99,0.00747,83660.02,7e-05
42,2,83659.98,0.00033,83660.51,6e-05
42,3,83659.96,0.00014,83660.71,0.00014
42,4,83659.95,0.31911,83660.72,0.13031
42,5,83659.69,6e-05,83660.73,0.04098
42,6,83659.5,6e-05,83661.12,6e-05
42,7,83658.0,0.00285,83661.9,0.0025
42,8,83657.76,7e-05,83662.46,7e-05
42,9,83657.7,0.0025,83662.88,0.00014
43,0,83660.0,0.25698,83660.01,2.22467
43,1,83659.99,0.00747,83660.02,7e-05
43,2,83659.98,0.00033,83660.51,6e-05
43,3,83659.96,0.00014,83660.71,0.00014
43,4,83659.95,0.31911,83660.72,0.13031
43,5,83659.69,6e-05,83660.73,0.04098
43,6,83659.5,6e-05,83661.12,6e-05
43,7,83658.0,0.00285,83661.9,0.0025
43,8,83657.76,7e-05,83662.46,7e-05
43,9,83657.7,0.0025,83662.88,0.00014
44,0,83660.0,0.25698,83660.01,2.22398
44,1,83659.99,0.00747,83660.02,7e-05
44,2,83659.98,0.00033,83660.51,6e-05
44,3,83659.96,0.00014,83660.71,0.00014
44,4,83659.95,0.31911,83660.72,0.13031
44,5,83659.69,6e-05,83660.73,0.04098
44,6,83659.5,6e-05,83661.12,6e-05
44,7,83658.0,0.00285,83661.9,0.0025
44,8,83657.76,7e-05,83662.46,7e-05
44,9,83657.7,0.0025,83662.88,0.00014
45,0,83660.0,0.25698,83660.01,2.22385
45,1,83659.99,0.00747,83660.02,7e-05
45,2,83659.98,0.00033,83660.51,6e-05
45,3,83659.96,0.00014,83660.71,0.00014
45,4,83659.95,0.31911,83660.72,0.13031
45,5,83659.69,6e-05,83660.73,0.04098
45,6,83659.5,6e-05,83661.12,6e-05
45,7,83658.0,0.00285,83661.9,0.0025
45,8,83657.76,7e-05,83662.46,7e-05
45,9,83657.7,0.0025,83662.88,0.00014
46,0,83660.0,0.25698,83660.01,2.22385
46,1,83659.99,0.00747,83660.02,7e-05
46,2,83659.98,0.00033,83660.51,6e-05
46,3,83659.96,0.00014,83660.71,0.00014
46,4,83659.95,0.31911,83660.72,0.13031
46,5,83659.69,6e-05,83660.73,0.04098
46,6,83659.5,6e-05,83661.12,6e-05
46,7,83658.0,0.00285,83661.9,0.0025
46,8,83657.76,7e-05,83662.46,7e-05
46,9,83657.7,0.0025,83662.88,0.00014
47,0,83660.0,0.25698,83660.01,2.22385
47,1,83659.99,0.00747,83660.02,7e-05
47,2,83659.98,0.00033,83660.51,6e-05
47,3,83659.96,0.00014,83660.71,0.00014
47,4,83659.95,0.31911,83660.72,0.13031
47,5,83659.69,6e-05,83660.73,0.04098
47,6,83659.5,6e-05,83661.12,6e-05
47,7,83658.0,0.00285,83661.9,0.0025
47,8,83657.76,7e-05,83662.46,7e-05
47,9,83657.7,0.0025,83662.88,0.00014
48,0,83660.0,0.25698,83660.01,2.21846
48,1,83659.99,0.00747,83660.02,7e-05
48,2,83659.98,0.00033,83660.51,6e-05
48,3,83659.96,0.00014,83660.71,0.00014
48,4,83659.95,0.31911,83660.72,0.13031
48,5,83659.69,6e-05,83660.73,0.04098
48,6,83659.5,6e-05,83661.12,6e-05
48,7,83658.0,0.00285,83661.9,0.0025
48,8,83657.76,7e-05,83662.46,7e-05
48,9,83657.7,0.0025,83662.88,0.00014
49,0,83660.0,0.25698,83660.01,2.9823
49,1,83659.99,0.00747,83660.02,7e-05
49,2,83659.98,0.00033,83660.51,6e-05
49,3,83659.96,0.00014,83660.71,0.00014
49,4,83659.95,0.31911,83660.72,0.13031
49,5,83659.69,6e-05,83660.73,0.04098
49,6,83659.5,6e-05,83661.12,6e-05
49,7,83658.0,0.00285,83661.9,0.0025
49,8,83657.76,7e-05,83662.46,7e-05
49,9,83657.7,0.0025,83662.88,0.00014
6283,0,83808.56,3.70659,83808.57,0.07136
6283,1,83808.55,0.00013,83808.58,0.00152
6283,2,83808.11,0.1627,83808.59,0.00027
6283,3,83808.07,0.00601,83809.1,6e-05
6283,4,83808.06,6e-05,83809.37,6e-05
6283,5,83807.7,0.00014,83809.43,0.0056
6283,6,83807.59,0.39466,83809.56,6e-05
6283,7,83807.43,0.00813,83809.76,7e-05
6283,8,83806.8,0.00256,83809.79,0.00626
6283,9,83806.35,7e-05,83810.0,0.00276
6284,0,83808.56,3.70659,83808.57,0.07136
6284,1,83808.55,0.00013,83808.58,0.00152
6284,2,83808.11,0.1627,83808.59,0.00027
6284,3,83808.07,0.00601,83809.1,6e-05
6284,4,83808.06,6e-05,83809.37,6e-05
6284,5,83807.7,0.00014,83809.43,0.0056
6284,6,83807.59,0.39466,83809.56,6e-05
6284,7,83807.43,0.00813,83809.76,7e-05
6284,8,83806.8,0.00256,83809.79,0.00626
6284,9,83806.35,7e-05,83810.0,0.00276
6285,0,83808.56,3.70659,83808.57,0.07136
6285,1,83808.55,0.00013,83808.58,0.00152
6285,2,83808.11,0.1627,83808.59,0.00027
6285,3,83808.07,0.00601,83809.1,6e-05
6285,4,83808.06,6e-05,83809.37,6e-05
6285,5,83807.7,0.00014,83809.43,0.0056
6285,6,83807.59,0.39466,83809.56,6e-05
6285,7,83807.43,0.00813,83809.76,7e-05
6285,8,83806.8,0.00256,83809.79,0.00626
6285,9,83806.35,7e-05,83810.0,0.00276
6286,0,83808.56,3.70659,83808.57,0.07136
6286,1,83808.55,0.00013,83808.58,0.00152
6286,2,83808.11,0.1627,83808.59,0.00027
6286,3,83808.07,0.00601,83809.1,6e-05
6286,4,83808.06,6e-05,83809.37,6e-05
6286,5,83807.7,0.00014,83809.43,0.0056
6286,6,83807.59,0.39466,83809.56,6e-05
6286,7,83807.43,0.00813,83809.76,7e-05
6286,8,83806.8,0.00256,83809.79,0.00626
6286,9,83806.35,7e-05,83810.0,0.00276
6287,0,83808.56,3.70659,83808.57,0.07136
6287,1,83808.55,0.00013,83808.58,0.00152
6287,2,83808.11,0.1627,83808.59,0.00027
6287,3,83808.07,0.00601,83809.1,6e-05
6287,4,83808.06,6e-05,83809.37,6e-05
6287,5,83807.7,0.00014,83809.43,0.0056
6287,6,83807.59,0.39466,83809.56,6e-05
6287,7,83807.43,0.00813,83809.76,7e-05
6287,8,83806.8,0.00256,83809.79,0.00626
6287,9,83806.35,7e-05,83810.0,0.00276
